id,label,diameter,weight,red,green,blue
2087,grapefruit,10.67,184.46,140,40,6
2088,grapefruit,10.67,184.47,175,67,24
2089,grapefruit,10.67,184.49,152,60,4
2090,grapefruit,10.68,184.53,148,58,20
2091,grapefruit,10.68,184.58,167,71,10
2092,grapefruit,10.68,184.59,158,48,29
2093,grapefruit,10.68,184.65,161,66,24
2094,grapefruit,10.69,184.69,157,71,11
2095,grapefruit,10.69,184.7,161,60,2
2096,grapefruit,10.69,184.73,144,66,25
2097,grapefruit,10.69,184.75,165,75,18
2098,grapefruit,10.69,184.76,159,74,27
2099,grapefruit,10.69,184.78,135,49,7
2100,grapefruit,10.69,184.85,156,52,12
2101,grapefruit,10.7,184.87,164,68,14
2102,grapefruit,10.7,184.96,165,71,7
2103,grapefruit,10.7,184.98,158,60,15
2104,grapefruit,10.7,185.01,151,73,21
2105,grapefruit,10.71,185.05,138,66,8
2106,grapefruit,10.71,185.06,155,56,38
2107,grapefruit,10.71,185.17,140,70,12
2108,grapefruit,10.71,185.18,132,75,9
2109,grapefruit,10.72,185.19,152,86,10
2110,grapefruit,10.72,185.21,140,61,13
2111,grapefruit,10.72,185.28,148,66,14
2112,grapefruit,10.73,185.31,140,69,7
2113,grapefruit,10.73,185.33,160,70,19
2114,grapefruit,10.73,185.35,152,64,12
2115,grapefruit,10.73,185.37,153,74,21
2116,grapefruit,10.73,185.41,142,71,12
2117,grapefruit,10.74,185.41,154,67,12
2118,grapefruit,10.74,185.42,152,53,14
2119,grapefruit,10.74,185.49,146,59,16
2120,grapefruit,10.74,185.52,147,71,10
2121,grapefruit,10.74,185.57,152,64,6
2122,grapefruit,10.75,185.61,129,62,2
2123,grapefruit,10.75,185.61,142,68,17
2124,grapefruit,10.75,185.65,158,53,9
2125,grapefruit,10.75,185.66,152,68,33
2126,grapefruit,10.75,185.69,161,82,4
2127,grapefruit,10.76,185.74,145,63,5
2128,grapefruit,10.76,185.82,143,86,6
2129,grapefruit,10.76,185.85,144,78,21
2130,grapefruit,10.76,185.98,163,68,17
2131,grapefruit,10.76,186.04,139,46,19
2132,grapefruit,10.76,186.08,147,78,2
2133,grapefruit,10.77,186.18,141,71,4
2134,grapefruit,10.77,186.23,150,82,2
2135,grapefruit,10.77,186.27,142,75,15
2136,grapefruit,10.77,186.3,163,65,27
2137,grapefruit,10.77,186.33,140,70,21
2138,grapefruit,10.77,186.35,150,76,2
2139,grapefruit,10.77,186.37,147,70,17
2140,grapefruit,10.78,186.4,150,68,9
2141,grapefruit,10.78,186.42,148,85,17
2142,grapefruit,10.78,186.43,156,63,16
2143,grapefruit,10.78,186.47,142,67,13
2144,grapefruit,10.79,186.5,151,98,12
2145,grapefruit,10.79,186.55,166,59,15
2146,grapefruit,10.79,186.57,149,71,6
2147,grapefruit,10.79,186.59,165,63,14
2148,grapefruit,10.79,186.64,123,71,5
2149,grapefruit,10.79,186.67,153,67,16
2150,grapefruit,10.8,186.69,137,74,14
2151,grapefruit,10.8,186.73,142,68,25
2152,grapefruit,10.8,186.77,159,58,21
2153,grapefruit,10.8,186.78,149,82,8
2154,grapefruit,10.81,186.85,165,52,2
2155,grapefruit,10.81,186.91,144,73,14
2156,grapefruit,10.81,186.97,144,64,23
2157,grapefruit,10.81,187.01,168,79,26
2158,grapefruit,10.81,187.05,164,74,25
2159,grapefruit,10.81,187.07,167,50,2
2160,grapefruit,10.81,187.11,143,75,6
2161,grapefruit,10.82,187.14,159,68,17
2162,grapefruit,10.82,187.16,139,62,2
2163,grapefruit,10.82,187.18,137,83,31
2164,grapefruit,10.82,187.26,148,63,2
2165,grapefruit,10.82,187.3,133,51,22
2166,grapefruit,10.82,187.32,132,81,29
2167,grapefruit,10.83,187.36,155,56,3
2168,grapefruit,10.83,187.4,154,76,2
2169,grapefruit,10.83,187.42,146,69,2
2170,grapefruit,10.83,187.55,148,67,7
2171,grapefruit,10.83,187.56,158,62,24
2172,grapefruit,10.84,187.57,151,79,2
2173,grapefruit,10.84,187.62,153,79,16
2174,grapefruit,10.84,187.64,155,69,12
2175,grapefruit,10.84,187.69,151,47,31
2176,grapefruit,10.84,187.72,138,76,12
2177,grapefruit,10.85,187.76,151,74,25
2178,grapefruit,10.85,187.78,150,75,5
2179,grapefruit,10.85,187.81,157,67,18
2180,grapefruit,10.86,187.84,148,79,13
2181,grapefruit,10.86,187.86,166,76,16
2182,grapefruit,10.86,187.89,154,72,26
2183,grapefruit,10.86,187.9,151,83,15
2184,grapefruit,10.86,187.92,147,66,23
2185,grapefruit,10.86,187.98,149,53,18
2186,grapefruit,10.86,188,147,83,21
2187,grapefruit,10.87,188.03,170,75,2
2188,grapefruit,10.87,188.07,152,74,18
2189,grapefruit,10.87,188.11,131,66,17
2190,grapefruit,10.87,188.13,147,72,12
2191,grapefruit,10.88,188.2,150,65,35
2192,grapefruit,10.88,188.22,142,71,10
2193,grapefruit,10.88,188.23,148,70,10
2194,grapefruit,10.88,188.25,148,56,2
2195,grapefruit,10.88,188.3,150,62,31
2196,grapefruit,10.89,188.32,146,76,30
2197,grapefruit,10.89,188.38,148,69,2
2198,grapefruit,10.89,188.41,155,84,2
2199,grapefruit,10.89,188.44,125,77,12
2200,grapefruit,10.89,188.51,158,70,14
2201,grapefruit,10.89,188.55,158,73,2
2202,grapefruit,10.89,188.57,152,58,6
2203,grapefruit,10.89,188.6,172,81,8
2204,grapefruit,10.9,188.64,150,85,11
2205,grapefruit,10.9,188.66,148,72,5
2206,grapefruit,10.9,188.68,149,41,10
2207,grapefruit,10.91,188.7,163,74,2
2208,grapefruit,10.91,188.73,153,90,11
2209,grapefruit,10.91,188.78,142,73,27
2210,grapefruit,10.91,188.81,167,86,3
2211,grapefruit,10.91,188.82,142,69,21
2212,grapefruit,10.92,188.85,156,64,13
2213,grapefruit,10.92,188.89,145,89,7
2214,grapefruit,10.92,188.9,157,71,12
2215,grapefruit,10.92,188.92,149,53,19
2216,grapefruit,10.92,188.94,134,57,20
2217,grapefruit,10.92,188.97,159,86,16
2218,grapefruit,10.93,188.98,153,64,13
2219,grapefruit,10.93,189.02,160,59,17
2220,grapefruit,10.93,189.05,145,75,3
2221,grapefruit,10.93,189.12,156,74,29
2222,grapefruit,10.93,189.13,154,75,16
2223,grapefruit,10.94,189.17,155,78,12
2224,grapefruit,10.94,189.2,142,94,2
2225,grapefruit,10.94,189.22,141,74,14
2226,grapefruit,10.94,189.25,149,59,18
2227,grapefruit,10.94,189.29,158,71,25
2228,grapefruit,10.95,189.32,168,82,13
2229,grapefruit,10.95,189.34,170,75,18
2230,grapefruit,10.95,189.38,142,59,34
2231,grapefruit,10.95,189.42,150,50,9
2232,grapefruit,10.95,189.44,155,63,9
2233,grapefruit,10.95,189.46,157,74,10
2234,grapefruit,10.95,189.49,151,63,3
2235,grapefruit,10.96,189.5,150,83,15
2236,grapefruit,10.96,189.53,158,62,22
2237,grapefruit,10.96,189.56,135,52,3
2238,grapefruit,10.96,189.57,141,41,17
2239,grapefruit,10.97,189.58,150,56,9
2240,grapefruit,10.97,189.59,146,68,43
2241,grapefruit,10.97,189.62,143,63,25
2242,grapefruit,10.97,189.63,174,67,2
2243,grapefruit,10.97,189.65,149,81,10
2244,grapefruit,10.97,189.69,155,81,31
2245,grapefruit,10.97,189.73,151,65,24
2246,grapefruit,10.97,189.78,153,81,17
2247,grapefruit,10.98,189.83,163,84,14
2248,grapefruit,10.98,189.84,140,53,25
2249,grapefruit,10.98,189.87,150,74,2
2250,grapefruit,10.98,189.91,136,71,23
2251,grapefruit,10.99,189.95,156,71,7
2252,grapefruit,10.99,189.96,152,69,15
2253,grapefruit,10.99,189.98,151,57,12
2254,grapefruit,10.99,190.02,126,95,15
2255,grapefruit,10.99,190.05,154,82,18
2256,grapefruit,10.99,190.08,152,62,24
2257,grapefruit,11,190.11,153,59,14
2258,grapefruit,11,190.16,175,66,5
2259,grapefruit,11,190.19,166,71,22
2260,grapefruit,11,190.2,158,74,18
2261,grapefruit,11,190.24,154,80,18
2262,grapefruit,11,190.28,133,83,12
2263,grapefruit,11.01,190.29,143,72,8
2264,grapefruit,11.01,190.32,160,67,23
2265,grapefruit,11.01,190.34,135,65,12
2266,grapefruit,11.01,190.42,139,72,18
2267,grapefruit,11.01,190.45,155,49,2
2268,grapefruit,11.01,190.48,142,66,27
2269,grapefruit,11.02,190.52,162,76,23
2270,grapefruit,11.02,190.54,144,63,30
2271,grapefruit,11.02,190.54,142,69,18
2272,grapefruit,11.02,190.6,149,84,28
2273,grapefruit,11.02,190.63,158,62,8
2274,grapefruit,11.02,190.64,145,64,3
2275,grapefruit,11.03,190.67,146,92,18
2276,grapefruit,11.03,190.72,158,63,16
2277,grapefruit,11.04,190.74,140,79,4
2278,grapefruit,11.04,190.75,150,81,3
2279,grapefruit,11.04,190.79,167,82,2
2280,grapefruit,11.04,190.83,165,63,10
2281,grapefruit,11.05,190.87,147,54,14
2282,grapefruit,11.05,190.91,158,86,23
2283,grapefruit,11.05,190.95,171,71,21
2284,grapefruit,11.05,190.97,141,77,28
2285,grapefruit,11.05,190.98,160,77,28
2286,grapefruit,11.05,191,163,62,18
2287,grapefruit,11.06,191.05,162,66,33
2288,grapefruit,11.06,191.1,151,49,6
2289,grapefruit,11.06,191.13,157,75,11
2290,grapefruit,11.06,191.16,140,74,22
2291,grapefruit,11.07,191.18,148,80,28
2292,grapefruit,11.07,191.21,166,71,23
2293,grapefruit,11.07,191.24,150,65,13
2294,grapefruit,11.07,191.29,134,70,13
2295,grapefruit,11.07,191.31,153,74,21
2296,grapefruit,11.07,191.37,149,89,24
2297,grapefruit,11.08,191.45,161,69,16
2298,grapefruit,11.08,191.48,158,67,16
2299,grapefruit,11.08,191.5,152,63,12
2300,grapefruit,11.08,191.51,165,73,20
2301,grapefruit,11.08,191.53,150,73,2
2302,grapefruit,11.08,191.6,131,79,8
2303,grapefruit,11.09,191.62,149,75,24
2304,grapefruit,11.09,191.63,154,50,2
2305,grapefruit,11.09,191.65,174,69,10
2306,grapefruit,11.09,191.71,161,86,5
2307,grapefruit,11.09,191.71,164,58,33
2308,grapefruit,11.09,191.73,162,49,24
2309,grapefruit,11.1,191.75,158,72,2
2310,grapefruit,11.1,191.78,139,84,35
2311,grapefruit,11.1,191.8,153,68,2
2312,grapefruit,11.1,191.83,143,56,39
2313,grapefruit,11.1,191.85,141,60,26
2314,grapefruit,11.1,191.89,155,67,20
2315,grapefruit,11.11,191.93,165,76,8
2316,grapefruit,11.11,191.94,143,74,24
2317,grapefruit,11.11,191.96,167,71,8
2318,grapefruit,11.11,191.98,138,67,15
2319,grapefruit,11.11,192.03,138,75,29
2320,grapefruit,11.11,192.07,178,75,17
2321,grapefruit,11.11,192.1,168,81,12
2322,grapefruit,11.12,192.15,126,53,2
2323,grapefruit,11.12,192.2,143,73,26
2324,grapefruit,11.12,192.21,141,58,2
2325,grapefruit,11.12,192.24,163,71,3
2326,grapefruit,11.13,192.27,154,80,34
2327,grapefruit,11.13,192.28,134,78,14
2328,grapefruit,11.13,192.37,147,74,21
2329,grapefruit,11.13,192.39,164,66,8
2330,grapefruit,11.13,192.41,152,73,11
2331,grapefruit,11.14,192.42,160,82,4
2332,grapefruit,11.14,192.46,160,51,2
2333,grapefruit,11.14,192.49,146,68,39
2334,grapefruit,11.14,192.52,144,72,2
2335,grapefruit,11.14,192.53,149,68,20
2336,grapefruit,11.15,192.55,147,79,20
2337,grapefruit,11.15,192.58,152,66,14
2338,grapefruit,11.15,192.59,164,73,18
2339,grapefruit,11.15,192.6,157,61,29
2340,grapefruit,11.15,192.62,146,83,13
2341,grapefruit,11.15,192.63,153,73,29
2342,grapefruit,11.16,192.65,143,75,5
2343,grapefruit,11.16,192.7,129,69,25
2344,grapefruit,11.16,192.72,141,66,11
2345,grapefruit,11.17,192.77,153,92,27
2346,grapefruit,11.17,192.84,154,59,39
2347,grapefruit,11.17,192.85,152,86,27
2348,grapefruit,11.17,192.88,115,62,11
2349,grapefruit,11.17,192.93,160,56,2
2350,grapefruit,11.17,192.95,154,62,18
2351,grapefruit,11.18,192.97,147,68,19
2352,grapefruit,11.18,192.98,138,69,23
2353,grapefruit,11.18,193.02,141,65,14
2354,grapefruit,11.18,193.06,152,77,17
2355,grapefruit,11.18,193.08,152,71,9
2356,grapefruit,11.18,193.09,177,72,13
2357,grapefruit,11.19,193.13,143,86,24
2358,grapefruit,11.19,193.15,155,79,14
2359,grapefruit,11.19,193.18,144,79,18
2360,grapefruit,11.19,193.22,131,74,15
2361,grapefruit,11.19,193.24,148,66,35
2362,grapefruit,11.19,193.28,160,64,2
2363,grapefruit,11.19,193.31,148,79,8
2364,grapefruit,11.2,193.33,152,80,17
2365,grapefruit,11.2,193.39,147,65,33
2366,grapefruit,11.2,193.42,153,87,12
2367,grapefruit,11.2,193.49,151,67,15
2368,grapefruit,11.2,193.55,166,61,28
2369,grapefruit,11.21,193.58,143,101,6
2370,grapefruit,11.21,193.62,171,80,9
2371,grapefruit,11.21,193.64,156,91,22
2372,grapefruit,11.21,193.67,153,58,8
2373,grapefruit,11.22,193.71,145,71,19
2374,grapefruit,11.22,193.74,149,70,10
2375,grapefruit,11.22,193.76,156,66,12
2376,grapefruit,11.22,193.81,158,57,25
2377,grapefruit,11.22,193.84,150,94,27
2378,grapefruit,11.22,193.89,147,83,13
2379,grapefruit,11.22,193.9,158,84,13
2380,grapefruit,11.23,193.96,152,75,18
2381,grapefruit,11.23,194.02,142,77,11
2382,grapefruit,11.23,194.11,147,69,19
2383,grapefruit,11.23,194.15,141,82,36
2384,grapefruit,11.24,194.17,146,68,30
2385,grapefruit,11.24,194.21,139,75,24
2386,grapefruit,11.24,194.23,151,86,2
2387,grapefruit,11.24,194.24,158,88,3
2388,grapefruit,11.24,194.3,135,59,13
2389,grapefruit,11.24,194.32,178,72,24
2390,grapefruit,11.24,194.32,165,49,11
2391,grapefruit,11.24,194.34,163,63,2
2392,grapefruit,11.25,194.39,143,66,8
2393,grapefruit,11.25,194.41,160,83,12
2394,grapefruit,11.25,194.43,147,80,3
2395,grapefruit,11.25,194.45,151,70,2
2396,grapefruit,11.25,194.46,156,79,34
2397,grapefruit,11.25,194.49,143,65,31
2398,grapefruit,11.25,194.52,137,70,16
2399,grapefruit,11.25,194.54,132,71,26
2400,grapefruit,11.26,194.56,142,71,16
2401,grapefruit,11.26,194.57,160,67,7
2402,grapefruit,11.26,194.59,158,79,28
2403,grapefruit,11.26,194.63,159,70,2
2404,grapefruit,11.26,194.65,159,70,2
2405,grapefruit,11.27,194.65,149,77,5
2406,grapefruit,11.27,194.66,161,62,13
2407,grapefruit,11.27,194.69,160,81,15
2408,grapefruit,11.27,194.71,154,62,20
2409,grapefruit,11.27,194.75,151,73,23
2410,grapefruit,11.27,194.77,137,77,7
2411,grapefruit,11.28,194.81,139,56,34
2412,grapefruit,11.28,194.83,156,84,28
2413,grapefruit,11.28,194.83,146,56,11
2414,grapefruit,11.28,194.86,129,84,29
2415,grapefruit,11.28,194.89,119,66,19
2416,grapefruit,11.29,194.93,156,86,24
2417,grapefruit,11.29,194.98,138,58,16
2418,grapefruit,11.29,194.99,158,80,24
2419,grapefruit,11.29,195.03,147,78,9
2420,grapefruit,11.29,195.04,176,72,19
2421,grapefruit,11.3,195.05,151,72,31
2422,grapefruit,11.3,195.07,171,98,4
2423,grapefruit,11.3,195.1,137,75,45
2424,grapefruit,11.3,195.13,161,75,18
2425,grapefruit,11.3,195.14,156,72,3
2426,grapefruit,11.3,195.19,157,75,2
2427,grapefruit,11.31,195.23,159,85,13
2428,grapefruit,11.31,195.28,170,74,17
2429,grapefruit,11.31,195.34,147,58,28
2430,grapefruit,11.31,195.37,153,78,15
2431,grapefruit,11.31,195.4,151,71,20
2432,grapefruit,11.31,195.42,173,63,43
2433,grapefruit,11.31,195.48,138,61,11
2434,grapefruit,11.31,195.54,151,80,28
2435,grapefruit,11.32,195.56,158,78,10
2436,grapefruit,11.32,195.58,151,61,24
2437,grapefruit,11.32,195.6,149,64,3
2438,grapefruit,11.32,195.64,148,76,18
2439,grapefruit,11.32,195.66,148,81,23
2440,grapefruit,11.33,195.67,159,67,25
2441,grapefruit,11.33,195.68,144,55,13
2442,grapefruit,11.34,195.69,143,83,2
2443,grapefruit,11.34,195.73,148,72,3
2444,grapefruit,11.34,195.82,144,87,14
2445,grapefruit,11.34,195.85,171,80,7
2446,grapefruit,11.34,195.89,142,65,10
2447,grapefruit,11.34,195.93,162,77,2
2448,grapefruit,11.35,195.99,161,74,14
2449,grapefruit,11.35,196.04,140,80,14
2450,grapefruit,11.35,196.08,143,75,17
2451,grapefruit,11.35,196.09,148,68,5
2452,grapefruit,11.35,196.1,172,65,10
2453,grapefruit,11.36,196.13,153,70,20
2454,grapefruit,11.36,196.17,153,78,18
2455,grapefruit,11.36,196.18,119,80,20
2456,grapefruit,11.36,196.23,155,95,22
2457,grapefruit,11.36,196.27,148,71,18
2458,grapefruit,11.37,196.29,165,67,15
2459,grapefruit,11.37,196.29,143,63,5
2460,grapefruit,11.37,196.32,154,83,15
2461,grapefruit,11.37,196.35,130,72,12
2462,grapefruit,11.37,196.37,136,83,2
2463,grapefruit,11.37,196.38,170,57,11
2464,grapefruit,11.37,196.41,147,79,21
2465,grapefruit,11.37,196.43,166,84,16
2466,grapefruit,11.38,196.46,161,68,27
2467,grapefruit,11.38,196.49,147,80,22
2468,grapefruit,11.38,196.52,157,70,27
2469,grapefruit,11.38,196.53,149,73,3
2470,grapefruit,11.38,196.55,149,67,2
2471,grapefruit,11.38,196.56,152,68,13
2472,grapefruit,11.38,196.6,152,95,25
2473,grapefruit,11.39,196.64,162,80,2
2474,grapefruit,11.39,196.67,160,69,15
2475,grapefruit,11.39,196.7,149,66,12
2476,grapefruit,11.39,196.7,141,76,24
2477,grapefruit,11.4,196.72,154,98,2
2478,grapefruit,11.4,196.72,158,69,2
2479,grapefruit,11.41,196.77,148,59,14
2480,grapefruit,11.41,196.8,136,68,25
2481,grapefruit,11.41,196.81,142,76,25
2482,grapefruit,11.41,196.83,166,75,13
2483,grapefruit,11.42,196.89,145,73,13
2484,grapefruit,11.42,196.96,128,87,16
2485,grapefruit,11.42,196.97,155,56,8
2486,grapefruit,11.42,196.98,160,45,2
2487,grapefruit,11.42,197,163,61,23
2488,grapefruit,11.43,197.05,167,75,15
2489,grapefruit,11.43,197.09,138,72,8
2490,grapefruit,11.43,197.11,155,68,28
2491,grapefruit,11.43,197.13,157,86,10
2492,grapefruit,11.44,197.14,151,61,10
2493,grapefruit,11.44,197.17,164,78,20
2494,grapefruit,11.44,197.2,152,55,25
2495,grapefruit,11.44,197.23,137,54,41
2496,grapefruit,11.44,197.26,142,57,19
2497,grapefruit,11.44,197.28,161,69,7
2498,grapefruit,11.44,197.31,164,90,25
2499,grapefruit,11.45,197.38,149,71,14
2500,grapefruit,11.45,197.41,153,73,31
2501,grapefruit,11.45,197.43,150,84,10
2502,grapefruit,11.45,197.48,162,77,11
2503,grapefruit,11.45,197.5,151,72,20
2504,grapefruit,11.45,197.52,142,65,15
2505,grapefruit,11.46,197.57,157,63,15
2506,grapefruit,11.46,197.61,130,74,9
2507,grapefruit,11.46,197.66,159,64,13
2508,grapefruit,11.46,197.67,151,84,18
2509,grapefruit,11.46,197.69,140,61,13
2510,grapefruit,11.47,197.71,146,92,34
2511,grapefruit,11.47,197.72,154,68,3
2512,grapefruit,11.47,197.77,171,66,12
2513,grapefruit,11.47,197.79,161,73,2
2514,grapefruit,11.47,197.82,136,81,10
2515,grapefruit,11.48,197.84,143,62,19
2516,grapefruit,11.48,197.89,133,69,19
2517,grapefruit,11.48,197.91,141,79,4
2518,grapefruit,11.48,197.95,159,59,10
2519,grapefruit,11.48,197.97,154,81,23
2520,grapefruit,11.48,197.98,161,72,22
2521,grapefruit,11.48,198,156,66,2
2522,grapefruit,11.49,198.02,151,64,22
2523,grapefruit,11.49,198.03,149,36,37
2524,grapefruit,11.49,198.08,153,67,13
2525,grapefruit,11.5,198.13,143,61,4
2526,grapefruit,11.5,198.16,145,69,6
2527,grapefruit,11.5,198.19,149,77,24
2528,grapefruit,11.5,198.2,148,56,5
2529,grapefruit,11.5,198.22,164,54,14
2530,grapefruit,11.5,198.25,157,75,12
2531,grapefruit,11.5,198.27,138,84,9
2532,grapefruit,11.51,198.31,159,52,13
2533,grapefruit,11.51,198.33,168,39,15
2534,grapefruit,11.51,198.38,162,49,36
2535,grapefruit,11.51,198.39,154,66,20
2536,grapefruit,11.51,198.43,144,75,27
2537,grapefruit,11.51,198.48,141,79,26
2538,grapefruit,11.51,198.51,133,72,2
2539,grapefruit,11.51,198.53,143,78,6
2540,grapefruit,11.52,198.55,167,73,24
2541,grapefruit,11.52,198.59,145,79,29
2542,grapefruit,11.53,198.61,167,67,4
2543,grapefruit,11.53,198.63,156,61,32
2544,grapefruit,11.53,198.65,166,57,2
2545,grapefruit,11.53,198.67,152,88,2
2546,grapefruit,11.53,198.75,140,70,28
2547,grapefruit,11.54,198.8,155,62,16
2548,grapefruit,11.54,198.84,140,76,2
2549,grapefruit,11.54,198.84,160,62,2
2550,grapefruit,11.54,198.85,161,63,2
2551,grapefruit,11.54,198.86,156,69,12
2552,grapefruit,11.55,198.89,156,59,8
2553,grapefruit,11.55,198.93,158,65,8
2554,grapefruit,11.55,198.97,155,82,14
2555,grapefruit,11.55,198.98,161,69,13
2556,grapefruit,11.55,199,130,70,27
2557,grapefruit,11.55,199.04,164,67,36
2558,grapefruit,11.56,199.09,161,73,5
2559,grapefruit,11.56,199.14,161,73,3
2560,grapefruit,11.56,199.22,159,72,21
2561,grapefruit,11.56,199.23,149,69,33
2562,grapefruit,11.57,199.24,152,59,32
2563,grapefruit,11.57,199.27,156,66,2
2564,grapefruit,11.58,199.29,132,73,18
2565,grapefruit,11.58,199.32,150,77,10
2566,grapefruit,11.58,199.33,135,83,26
2567,grapefruit,11.58,199.37,157,56,24
2568,grapefruit,11.58,199.4,150,89,27
2569,grapefruit,11.59,199.42,144,60,14
2570,grapefruit,11.59,199.45,149,79,10
2571,grapefruit,11.59,199.47,142,70,2
2572,grapefruit,11.59,199.55,139,56,18
2573,grapefruit,11.59,199.56,154,72,32
2574,grapefruit,11.6,199.59,161,68,34
2575,grapefruit,11.6,199.67,161,70,11
2576,grapefruit,11.6,199.69,167,73,29
2577,grapefruit,11.6,199.71,158,64,19
2578,grapefruit,11.6,199.72,131,66,6
2579,grapefruit,11.6,199.75,164,70,21
2580,grapefruit,11.61,199.78,151,73,18
2581,grapefruit,11.61,199.79,145,71,20
2582,grapefruit,11.61,199.82,163,75,15
2583,grapefruit,11.62,199.83,149,54,20
2584,grapefruit,11.62,199.85,163,72,15
2585,grapefruit,11.62,199.88,140,78,34
2586,grapefruit,11.62,199.9,143,78,8
2587,grapefruit,11.63,199.94,162,100,11
2588,grapefruit,11.63,199.96,146,78,14
2589,grapefruit,11.63,200,135,69,25
2590,grapefruit,11.63,200.01,145,80,13
2591,grapefruit,11.63,200.05,145,71,23
2592,grapefruit,11.63,200.1,149,75,11
2593,grapefruit,11.64,200.12,144,86,24
2594,grapefruit,11.64,200.15,145,74,14
2595,grapefruit,11.64,200.17,153,68,29
2596,grapefruit,11.64,200.2,145,75,28
2597,grapefruit,11.64,200.23,138,75,3
2598,grapefruit,11.64,200.27,156,62,19
2599,grapefruit,11.65,200.3,161,78,2
2600,grapefruit,11.65,200.31,144,69,23
2601,grapefruit,11.65,200.33,160,64,18
2602,grapefruit,11.65,200.35,146,72,34
2603,grapefruit,11.65,200.39,153,79,5
2604,grapefruit,11.65,200.43,167,74,27
2605,grapefruit,11.66,200.48,160,67,23
2606,grapefruit,11.66,200.5,135,71,6
2607,grapefruit,11.66,200.52,149,82,22
2608,grapefruit,11.66,200.54,164,66,16
2609,grapefruit,11.66,200.56,141,67,2
2610,grapefruit,11.67,200.6,139,85,22
2611,grapefruit,11.67,200.62,141,59,2
2612,grapefruit,11.67,200.68,140,75,9
2613,grapefruit,11.67,200.69,146,62,32
2614,grapefruit,11.67,200.74,155,68,24
2615,grapefruit,11.67,200.75,155,67,11
2616,grapefruit,11.67,200.8,164,63,2
2617,grapefruit,11.67,200.82,142,82,2
2618,grapefruit,11.67,200.84,160,87,5
2619,grapefruit,11.68,200.89,164,69,16
2620,grapefruit,11.68,200.92,148,82,3
2621,grapefruit,11.68,200.95,151,91,4
2622,grapefruit,11.68,200.96,153,60,24
2623,grapefruit,11.68,201,154,64,8
2624,grapefruit,11.68,201.07,148,73,31
2625,grapefruit,11.69,201.12,138,81,10
2626,grapefruit,11.69,201.14,159,56,14
2627,grapefruit,11.69,201.17,136,80,19
2628,grapefruit,11.69,201.18,149,81,13
2629,grapefruit,11.69,201.19,139,58,12
2630,grapefruit,11.7,201.25,144,69,19
2631,grapefruit,11.7,201.27,169,88,3
2632,grapefruit,11.7,201.37,155,76,14
2633,grapefruit,11.7,201.41,134,69,18
2634,grapefruit,11.7,201.42,144,69,10
2635,grapefruit,11.7,201.44,151,70,26
2636,grapefruit,11.71,201.45,147,67,3
2637,grapefruit,11.71,201.52,139,65,9
2638,grapefruit,11.71,201.53,144,74,13
2639,grapefruit,11.71,201.54,144,52,2
2640,grapefruit,11.71,201.57,147,72,5
2641,grapefruit,11.72,201.64,132,54,7
2642,grapefruit,11.72,201.7,153,68,20
2643,grapefruit,11.72,201.74,160,67,18
2644,grapefruit,11.72,201.77,157,81,9
2645,grapefruit,11.73,201.79,153,72,12
2646,grapefruit,11.73,201.85,149,66,16
2647,grapefruit,11.73,201.87,146,61,3
2648,grapefruit,11.74,201.95,148,73,14
2649,grapefruit,11.74,201.98,138,79,11
2650,grapefruit,11.74,201.99,166,84,2
2651,grapefruit,11.74,202.02,141,81,19
2652,grapefruit,11.74,202.1,165,74,13
2653,grapefruit,11.75,202.13,146,52,8
2654,grapefruit,11.75,202.17,151,44,15
2655,grapefruit,11.75,202.2,138,82,3
2656,grapefruit,11.75,202.25,136,73,2
2657,grapefruit,11.75,202.26,140,64,7
2658,grapefruit,11.75,202.28,158,62,7
2659,grapefruit,11.76,202.3,143,68,21
2660,grapefruit,11.76,202.32,151,61,11
2661,grapefruit,11.76,202.37,147,75,3
2662,grapefruit,11.76,202.4,161,77,11
2663,grapefruit,11.76,202.43,150,96,29
2664,grapefruit,11.77,202.45,172,66,19
2665,grapefruit,11.77,202.47,141,66,38
2666,grapefruit,11.77,202.49,151,72,13
2667,grapefruit,11.77,202.53,144,79,13
2668,grapefruit,11.77,202.56,143,74,31
2669,grapefruit,11.77,202.57,151,78,16
2670,grapefruit,11.78,202.63,136,71,22
2671,grapefruit,11.78,202.68,167,81,29
2672,grapefruit,11.78,202.69,151,51,3
2673,grapefruit,11.78,202.74,128,74,7
2674,grapefruit,11.78,202.76,145,73,21
2675,grapefruit,11.79,202.81,150,52,28
2676,grapefruit,11.79,202.82,161,72,2
2677,grapefruit,11.79,202.83,150,66,4
2678,grapefruit,11.8,202.86,156,52,14
2679,grapefruit,11.8,202.88,134,63,2
2680,grapefruit,11.8,202.88,158,77,36
2681,grapefruit,11.8,202.91,142,60,15
2682,grapefruit,11.8,202.92,140,68,15
2683,grapefruit,11.8,202.93,142,55,12
2684,grapefruit,11.81,202.95,155,72,4
2685,grapefruit,11.81,203,171,67,7
2686,grapefruit,11.81,203.01,148,63,12
2687,grapefruit,11.81,203.04,145,76,23
2688,grapefruit,11.82,203.06,152,86,26
2689,grapefruit,11.82,203.09,159,84,2
2690,grapefruit,11.82,203.15,148,76,2
2691,grapefruit,11.82,203.2,150,68,20
2692,grapefruit,11.82,203.2,144,90,23
2693,grapefruit,11.83,203.25,146,49,15
2694,grapefruit,11.83,203.26,143,61,17
2695,grapefruit,11.83,203.3,155,55,13
